"Tax_ID";"Size";"Density";"Site";"Latitude";"Longitude";"Depth";"Zone";"Year";"Method";"Replicate";"DatasetID";"Area";"Country";"Archipelago";"Size_type"
"Acanthurus nigricans";14;2;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus pyroferus";15;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus pyroferus";17;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Aethaloperca rogaa";21;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Balistapus undulatus";10;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Balistapus undulatus";16;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Centropyge bicolor";9;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Centropyge bicolor";10;3;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Cephalopholis urodeta";20;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon pelewensis";8;2;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon trifascialis";10;4;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon ulietensis";8;2;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon ulietensis";9;3;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon ulietensis";10;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon ulietensis";11;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";10;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";11;2;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Halichoeres trimaculatus";15;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Melichthys vidua";15;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Naso lituratus";17;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Odonus niger";12;13;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Odonus niger";13;25;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus bifasciatus";15;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus multifasciatus";11;2;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma jansenii";10;1;"Batiki Island";-17,786995;179,138572;3;"Lagoon";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus pyroferus";12;1;"Batiki Island";-17,772688;179,169557;2;"Lagoon";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Centropyge flavissima";19;2;"Batiki Island";-17,772688;179,169557;2;"Lagoon";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon lunulatus";10;2;"Batiki Island";-17,772688;179,169557;2;"Lagoon";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
