"Tax_ID";"Size";"Density";"Site";"Latitude";"Longitude";"Depth";"Zone";"Year";"Method";"Replicate";"DatasetID";"Area";"Country";"Archipelago";"Size_type"
"Scarus frenatus";19;2;"Gau Island";-18,113189;179,28253;14;"Inner slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";9;3;"Gau Island";-18,113189;179,28253;14;"Inner slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";10;1;"Gau Island";-18,113189;179,28253;14;"Inner slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";11;3;"Gau Island";-18,113189;179,28253;14;"Inner slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus lineatus";13;7;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus lineatus";15;3;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus lineatus";16;3;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigricans";13;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigricans";17;3;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigroris";13;3;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigroris";15;24;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Centropyge flavissima";8;5;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Centropyge flavissima";9;3;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon citrinellus";8;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon melannotus";10;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon reticulatus";12;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";10;12;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";12;6;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";14;9;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";19;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";21;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";12;21;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";13;28;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";14;34;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";15;7;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";16;3;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Forcipiger longirostris";12;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Gomphosus varius";12;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Heniochus varius";14;2;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Monotaxis heterodon";14;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Naso lituratus";16;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus ciliatus";17;2;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus multifasciatus";22;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Pygoplites diacanthus";17;2;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus rubroviolaceus";42;6;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus spinus";15;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";9;6;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";12;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma nigrofasciatum";12;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";9;7;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";10;24;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";11;1;"Nairai Island";-17,774646;179,392976;6;"Fringing reef";2019;"Visual Point Count";"1";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus lineatus";16;26;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigricans";13;21;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigricans";14;13;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigricans";15;10;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigricans";16;2;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigroris";12;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus pyroferus";13;3;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Cetoscarus ocellatus";37;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon lunulatus";9;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon ornatissimus";14;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus bleekeri";20;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus bleekeri";28;2;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";12;6;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";13;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";16;2;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";17;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";18;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";23;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";9;9;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";10;34;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";12;8;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";14;26;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";15;12;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Forcipiger longirostris";11;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Hemigymnus melapterus";17;3;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Heniochus varius";16;2;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus bohar";49;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus fulvus";15;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus fulvus";18;3;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus fulvus";19;9;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus fulvus";21;3;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus fulvus";22;8;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus gibbus";23;9;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Monotaxis heterodon";18;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Mulloidichthys vanicolensis";13;5;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Mulloidichthys vanicolensis";15;35;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Mulloidichthys vanicolensis";16;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Mulloidichthys vanicolensis";21;6;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus bifasciatus";16;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus ciliatus";23;2;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus multifasciatus";12;2;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus multifasciatus";13;12;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus multifasciatus";16;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Pygoplites diacanthus";20;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus dimidiatus";19;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus dimidiatus";21;5;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus oviceps";13;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus oviceps";28;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus schlegeli";18;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma amblycephalum";9;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";9;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";14;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";15;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma lunare";9;1;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zanclus cornutus";15;4;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";10;10;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";12;3;"Nairai Island";-17,844682;179,4302221;7;"Fringing reef";2019;"Visual Point Count";"2";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus lineatus";15;21;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus lineatus";17;6;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Acanthurus nigricans";14;5;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Centropyge flavissima";8;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon citrinellus";9;2;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon citrinellus";10;4;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon lunulatus";9;6;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon pelewensis";9;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chaetodon vagabundus";10;2;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";12;13;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";16;3;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";18;4;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";20;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";22;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Chlorurus sordidus";24;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";8;6;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";10;19;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";11;7;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";13;32;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";14;6;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Ctenochaetus striatus";15;48;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Forcipiger flavissimus";12;2;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Kyphosus cinerascens";19;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus bohar";43;2;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Lutjanus fulvus";20;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Naso lituratus";15;4;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Naso lituratus";17;6;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus multifasciatus";12;5;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Parupeneus multifasciatus";15;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Pygoplites diacanthus";15;1;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Pygoplites diacanthus";17;2;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus dimidiatus";16;3;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Scarus rivulatus";15;3;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Thalassoma hardwicke";9;4;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zanclus cornutus";13;2;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zanclus cornutus";15;3;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";9;15;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";10;18;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";11;9;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
"Zebrasoma scopas";12;5;"Nairai Island";-17,778372;179,459362;17;"Outer slope";2019;"Visual Point Count";"3";"DATA5";"Pacific";"Republic of Fiji";"Fiji Islands";"Total length"
